id,name,currentVersion,dataFileHandleId,dataFileName,dataFileSizeBytes,dataFileMD5Hex,BiospecimenKey,DataUseCodes,DatasetViewKey,EntityId,FileAlias,FileAssay,FileDescription,FileDesign,FileFormat,FileLevel,FileSpecies,FileTissue,FileTumorType,FileUrl,FileViewId,StudyKey,FileDataUseCodes,FileLongitudinalEventType,FileLongitudinalGroup,FileLongitudinalSequenceIdentifier,FileLongitudinalSequentialTimeElapsed,FileLongitudinalTimeElapsedUnit,FileLongitudinalTotalTimeElapsed
syn60249701,NTC_5_BR_lvl2_1003157.svs,1,142030122,NTC_5_BR_lvl2_1003157.svs,1846475433,a2b243f69c9f4afe11765af63f978764,CA263001-B450,NA,syn63100169,syn60249701,syn60249701,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249701,syn60249701,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249730,shCNDP1-1_2_BR lvl2_1013042.svs,1,142030151,shCNDP1-1_2_BR lvl2_1013042.svs,1563419509,d8a7ae3a92c20b20b3cd5e9f1656d948,CA263001-B584,NA,syn63100169,syn60249730,syn60249730,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249730,syn60249730,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249737,NTC_8_BR lvl1_1009651.svs,1,142030158,NTC_8_BR lvl1_1009651.svs,1626365139,2381fa93fa45d57df6ec0652bd1aba21,CA263001-B525,NA,syn63100169,syn60249737,syn60249737,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249737,syn60249737,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249770,AI Brain 3 lvl1_1016940.svs,1,142030191,AI Brain 3 lvl1_1016940.svs,1741212641,08e5244ac8d5130b2f4450dcc8cbe956,CA263001-B653,NA,syn63100169,syn60249770,syn60249770,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null",NA,SVS,Level 2,,Brain,Not Applicable,https://www.synapse.org/Synapse:syn60249770,syn60249770,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249899,NTC_7_BR lvl1_1009650.svs,1,142030326,NTC_7_BR lvl1_1009650.svs,1506131589,92e70ccc8198f8b6faf85557252fef83,CA263001-B523,NA,syn63100169,syn60249899,syn60249899,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249899,syn60249899,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249902,shNTC5_BR lvl1_1012997.svs,1,142030330,shNTC5_BR lvl1_1012997.svs,1593676251,67d54c61627886b0ee7e67badff7547c,CA263001-B635,NA,syn63100169,syn60249902,syn60249902,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249902,syn60249902,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60249909,shCND1_1_BR_lvl2_1003236.svs,1,142030338,shCND1_1_BR_lvl2_1003236.svs,1754395909,834ade7848f53ccd771c8f48179e004e,CA263001-B482,NA,syn63100169,syn60249909,syn60249909,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60249909,syn60249909,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250043,shCNDP1-2_7_BR lvl1_1013023.svs,1,142030481,shCNDP1-2_7_BR lvl1_1013023.svs,1289234493,d410026a02808bde1729ebcd78e5e5b4,CA263001-B613,NA,syn63100169,syn60250043,syn60250043,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250043,syn60250043,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250066,shCND1_5_BR_lvl1_1003134.svs,1,142030505,shCND1_5_BR_lvl1_1003134.svs,1562318941,f6721f0e2f60b155e855d6eefe4f1b2b,CA263001-B495,NA,syn63100169,syn60250066,syn60250066,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250066,syn60250066,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250094,shCND1_5_BR lvl2_1009660.svs,1,142030533,shCND1_5_BR lvl2_1009660.svs,1878553101,6971cc6fdf72fa214aec6e13baab9d25,CA263001-B542,NA,syn63100169,syn60250094,syn60250094,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250094,syn60250094,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250189,shNTC9_BR lvl1_1013001.svs,1,142030640,shNTC9_BR lvl1_1013001.svs,1406190385,7c04075fba46528dbc5527ea2f0ddac5,CA263001-B643,NA,syn63100169,syn60250189,syn60250189,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250189,syn60250189,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250228,shCND1_4_BR_lvl2_1003168.svs,1,142030681,shCND1_4_BR_lvl2_1003168.svs,1637463357,80df333dbe93c82286d2193d3eba5ecd,CA263001-B494,NA,syn63100169,syn60250228,syn60250228,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250228,syn60250228,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250272,shCND1_3_BR lvl2_1009658.svs,1,142030733,shCND1_3_BR lvl2_1009658.svs,1761288335,bb9456996e7e75202585b9060f5f9c1e,CA263001-B538,NA,syn63100169,syn60250272,syn60250272,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250272,syn60250272,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250342,shNTC7_BR lvl1_1012999.svs,1,142030805,shNTC7_BR lvl1_1012999.svs,1468729281,9b8c858dd7e73d64ff5a3b4e188b4209,CA263001-B639,NA,syn63100169,syn60250342,syn60250342,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250342,syn60250342,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250397,shCND1_4_BR_lvl2_1003239.svs,1,142030859,shCND1_4_BR_lvl2_1003239.svs,1656040233,976652c58d4a217b8a17dd30d92637bc,CA263001-B494,NA,syn63100169,syn60250397,syn60250397,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250397,syn60250397,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250428,shCND1_5_BR lvl1_1009625.svs,1,142030900,shCND1_5_BR lvl1_1009625.svs,1629038529,2b05cab324eecfcfcc5c1a0cd7fffe63,CA263001-B541,NA,syn63100169,syn60250428,syn60250428,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250428,syn60250428,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250475,shNTC6_BR lvl1_1012998.svs,1,142030949,shNTC6_BR lvl1_1012998.svs,1305977221,3abaab3af7f5d1e116aa1902f9715fd0,CA263001-B637,NA,syn63100169,syn60250475,syn60250475,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250475,syn60250475,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250567,shCND1_5_BR_lvl2_1003240.svs,1,142031052,shCND1_5_BR_lvl2_1003240.svs,1654048947,d150a472e870e1ef38853aac8e4bd282,CA263001-B496,NA,syn63100169,syn60250567,syn60250567,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250567,syn60250567,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250596,NTC_9_BR lvl1_1009652.svs,1,142031081,NTC_9_BR lvl1_1009652.svs,1701505831,f4c83fbad775755e276e3b9fe4f0f47c,CA263001-B527,NA,syn63100169,syn60250596,syn60250596,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250596,syn60250596,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250633,shCNDP1-1_12_BR lvl2_1013052.svs,1,142031117,shCNDP1-1_12_BR lvl2_1013052.svs,1563839059,9f05af13b24582ec25772c8078622e73,CA263001-B582,NA,syn63100169,syn60250633,syn60250633,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250633,syn60250633,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250726,shCND1_6_BR_lvl2_1003170.svs,1,142031221,shCND1_6_BR_lvl2_1003170.svs,1611186221,4b0f12eda77bf573381b0685deca3070,CA263001-B498,NA,syn63100169,syn60250726,syn60250726,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250726,syn60250726,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250766,shCND1_1_BR lvl1_1009621.svs,1,142031261,shCND1_1_BR lvl1_1009621.svs,1757104963,61e03a87f62418c0e9d968ee3106a586,CA263001-B529,NA,syn63100169,syn60250766,syn60250766,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250766,syn60250766,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250767,shNTC3_BR lvl1_1012995.svs,1,142031262,shNTC3_BR lvl1_1012995.svs,1311062413,7a3a9dc6e391b0cb8f69c039d52e6da1,CA263001-B631,NA,syn63100169,syn60250767,syn60250767,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250767,syn60250767,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250958,NTC_6_BR_lvl1_1003123.svs,1,142031521,NTC_6_BR_lvl1_1003123.svs,1657092189,92e7c67c5e16f3316175e920429cfdf4,CA263001-B451,NA,syn63100169,syn60250958,syn60250958,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250958,syn60250958,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60250976,shCNDP1-1_5_BR lvl2_1013045.svs,1,142031538,shCNDP1-1_5_BR lvl2_1013045.svs,1470124987,e2bba18006199474a4a673c90edd67e8,CA263001-B590,NA,syn63100169,syn60250976,syn60250976,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60250976,syn60250976,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251003,shCND1_4_BR lvl2_1009659.svs,1,142031568,shCND1_4_BR lvl2_1009659.svs,1697122273,60a77c3476dda77d0941bb967f36f77e,CA263001-B540,NA,syn63100169,syn60251003,syn60251003,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251003,syn60251003,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251137,shCND1_6_BR_lvl1_1003135.svs,1,142031719,shCND1_6_BR_lvl1_1003135.svs,1446913517,a62f520fd5fb36f3e8dae22ff57654ca,CA263001-B497,NA,syn63100169,syn60251137,syn60251137,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251137,syn60251137,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251187,shNTC12_BR lvl1_1013004.svs,1,142031782,shNTC12_BR lvl1_1013004.svs,1766688229,a044ff1eb802676dff681261f51564b8,CA263001-B625,NA,syn63100169,syn60251187,syn60251187,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251187,syn60251187,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251217,shCND1_6_BR lvl2_1009661.svs,1,142031813,shCND1_6_BR lvl2_1009661.svs,1798662647,1827a2db8cf259d2cb4ea757291fa123,CA263001-B544,NA,syn63100169,syn60251217,syn60251217,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251217,syn60251217,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251355,shCND1_3_BR_lvl2_1003238.svs,1,142031964,shCND1_3_BR_lvl2_1003238.svs,1867271913,06935c577b9ed672e9cef437af2f7341,CA263001-B492,NA,syn63100169,syn60251355,syn60251355,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251355,syn60251355,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251401,shCNDP1-1_7_BR lvl2_1013047.svs,1,142032010,shCNDP1-1_7_BR lvl2_1013047.svs,1729095301,8548f2870c3541da2b44d66b90a21ec6,CA263001-B594,NA,syn63100169,syn60251401,syn60251401,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251401,syn60251401,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251436,shCND1_8_BR lvl2_1009663.svs,1,142032050,shCND1_8_BR lvl2_1009663.svs,1840195563,9596e10e3b44c25c57e8528b9c9d494c,CA263001-B548,NA,syn63100169,syn60251436,syn60251436,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251436,syn60251436,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251563,shCND1_6_BR_lvl2_1003241.svs,1,142032182,shCND1_6_BR_lvl2_1003241.svs,1613349439,ddded7bbbc1a12ffefc98f86dd878b92,CA263001-B498,NA,syn63100169,syn60251563,syn60251563,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251563,syn60251563,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251571,shCNDP1-1_4_BR lvl2_1013044.svs,1,142032196,shCNDP1-1_4_BR lvl2_1013044.svs,1430396967,1fb4773fb772aa8fcdf6e274f832e6ab,CA263001-B588,NA,syn63100169,syn60251571,syn60251571,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251571,syn60251571,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251662,NTC_9_BR lvl2_1009687.svs,1,142032289,NTC_9_BR lvl2_1009687.svs,1915947913,a250a395e9d2c69ce0d6cf67e72e7411,CA263001-B528,NA,syn63100169,syn60251662,syn60251662,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251662,syn60251662,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251751,shCND1_7_BR_lvl2_1003171.svs,1,142032385,shCND1_7_BR_lvl2_1003171.svs,1486002589,6ed024248e155a631b650cd285c87b8e,CA263001-B500,NA,syn63100169,syn60251751,syn60251751,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251751,syn60251751,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251759,shCNDP1-1_3_BR lvl2_1013043.svs,1,142032393,shCNDP1-1_3_BR lvl2_1013043.svs,1420565971,662fa8f7e04894219d1e4c1fde8e927e,CA263001-B586,NA,syn63100169,syn60251759,syn60251759,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251759,syn60251759,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251904,shCND1_2_BR lvl2_1009657.svs,1,142032546,shCND1_2_BR lvl2_1009657.svs,1788254009,04873f25df88cdf9de967c01a0c027f7,CA263001-B536,NA,syn63100169,syn60251904,syn60251904,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251904,syn60251904,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60251965,shCND1_7_BR_lvl2_1003242.svs,1,142032615,shCND1_7_BR_lvl2_1003242.svs,1480817153,3bc7802ed5042179bceec9aba847c035,CA263001-B500,NA,syn63100169,syn60251965,syn60251965,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60251965,syn60251965,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252006,shCNDP1-2_1_BR lvl2_1013053.svs,1,142032654,shCNDP1-2_1_BR lvl2_1013053.svs,1705716297,91d143d10c5763d32709b031f850a0a4,CA263001-B600,NA,syn63100169,syn60252006,syn60252006,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252006,syn60252006,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252171,shCND1_8_BR lvl1_1009627.svs,1,142032828,shCND1_8_BR lvl1_1009627.svs,1740670319,eaf7fd8eb6718e7a51dc35d6346fe762,CA263001-B547,NA,syn63100169,syn60252171,syn60252171,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252171,syn60252171,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252192,shCND1_7_BR_lvl1_1003136.svs,1,142032848,shCND1_7_BR_lvl1_1003136.svs,1408913327,9499e3bc820df679221851e76075f806,CA263001-B499,NA,syn63100169,syn60252192,syn60252192,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252192,syn60252192,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252262,shCNDP1-2_5_BR lvl2_1013057.svs,1,142032926,shCNDP1-2_5_BR lvl2_1013057.svs,1588356451,760776a812cd68e73d234b7c0b5ca3be,CA263001-B612,NA,syn63100169,syn60252262,syn60252262,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252262,syn60252262,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252418,shCND1_2_BR lvl1_1009622.svs,1,142033090,shCND1_2_BR lvl1_1009622.svs,1615224031,61e1a8177416905ab5ab773581a1fc46,CA263001-B535,NA,syn63100169,syn60252418,syn60252418,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252418,syn60252418,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252445,shCND1_8_BR_lvl2_1003243.svs,1,142033119,shCND1_8_BR_lvl2_1003243.svs,1737839879,87e374e94e6a441cffc10e5b191806f0,CA263001-B502,NA,syn63100169,syn60252445,syn60252445,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252445,syn60252445,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252506,shCNDP1-2_11_BR lvl2_1013061.svs,1,142033186,shCNDP1-2_11_BR lvl2_1013061.svs,1721502789,ebdb618f7b0b3458748cf5ad53823a9f,CA263001-B602,NA,syn63100169,syn60252506,syn60252506,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252506,syn60252506,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252696,shCND1_7_BR lvl2_1009662.svs,1,142033389,shCND1_7_BR lvl2_1009662.svs,1910084155,29d94eac66e5f1417529b178b301ce28,CA263001-B546,NA,syn63100169,syn60252696,syn60252696,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252696,syn60252696,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252701,shCND1_5_BR_lvl2_1003169.svs,1,142033397,shCND1_5_BR_lvl2_1003169.svs,1669089303,c1de9e091226ca6a1844e6f9cf009040,CA263001-B496,NA,syn63100169,syn60252701,syn60252701,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252701,syn60252701,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252774,shCNDP1-2_2_BR lvl2_1013054.svs,1,142033470,shCNDP1-2_2_BR lvl2_1013054.svs,1768749491,8c5dec081e9fe2123f1d5ac2396e3e19,CA263001-B606,NA,syn63100169,syn60252774,syn60252774,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Nod/Scid/Il2gR null, with a 131/4-5B1 human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252774,syn60252774,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
syn60252930,shCND1_9_BR_lvl2_1003244.svs,1,142033637,shCND1_9_BR_lvl2_1003244.svs,1539282563,8ee771c7d026f07eaa4500c37ea4475f,CA263001-B504,NA,syn63100169,syn60252930,syn60252930,Hematoxylin and Eosin Staining Method,"Whole slide scan at 40x magnification of a brain tissue section from a male mouse, genotype Foxn1nu, with a 10230BM human cell line xenograft",NA,SVS,Level 2,,Brain,Melanoma,https://www.synapse.org/Synapse:syn60252930,syn60252930,CA263001-pcmr-2024,NA,NA,NA,NA,NA,NA,NA
