name,assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,nf1Genotype,nf2Genotype,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,sex,species,specimenID,specimenIdSource,tissue,experimentalCondition,experimentalTimePoint,timePointUnit,genePerturbationTechnology,genePerturbationType,genePerturbed,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,fileFormat,resourceType,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,platform,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,studyId,studyName,createdOn,readPair,id,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,tumorType,dataFileBucket,description,dataFileSizeBytes
Syn1_13.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_13,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33397686,NA,NA,syn2343195,Synodos NF2,1539350898732,2,syn17009401,Syn1,3322106,20923d93-98ea-4587-aa12-96235cf1afdd,file,1,syn18456448,syn2343195,syn2343195,1679362948942,3421893,,proddata.sagebase.org,NA,1445850294
Syn1_14.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_14,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33398341,NA,NA,syn2343195,Synodos NF2,1539351217917,1,syn17009402,Syn1,3322106,af9570f7-9826-4c8a-88f8-379621386d7b,file,1,syn18456448,syn2343195,syn2343195,1679362948995,3421893,,proddata.sagebase.org,NA,1667344757
Syn1_14.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_14,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33398953,NA,NA,syn2343195,Synodos NF2,1539351545499,2,syn17009403,Syn1,3322106,3eed7b2e-1cae-4506-a2cd-acee8cad7741,file,1,syn18456448,syn2343195,syn2343195,1679362949048,3421893,,proddata.sagebase.org,NA,1621682490
Syn1_15.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_15,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33399315,NA,NA,syn2343195,Synodos NF2,1539351866998,1,syn17009404,Syn1,3322106,87df9226-3c8b-4620-9f4a-af48379aa12f,file,1,syn18456448,syn2343195,syn2343195,1679362949106,3421893,,proddata.sagebase.org,NA,1533561018
Syn1_15.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_15,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33400074,NA,NA,syn2343195,Synodos NF2,1539352207839,2,syn17009405,Syn1,3322106,861c23cf-e5af-4d52-b8b3-7dcf0f03cbef,file,1,syn18456448,syn2343195,syn2343195,1679362949159,3421893,,proddata.sagebase.org,NA,1538725479
Syn1_16.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_16,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33400668,NA,NA,syn2343195,Synodos NF2,1539352472461,1,syn17009406,Syn1,3322106,47ce0845-207b-457c-a1ad-e5020ccaec4e,file,1,syn18456448,syn2343195,syn2343195,1679362949212,3421893,,proddata.sagebase.org,NA,1465143830
Syn1_16.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_16,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33401269,NA,NA,syn2343195,Synodos NF2,1539352739153,2,syn17009407,Syn1,3322106,c246fc7f-77b4-4d5b-b1c5-e3a1448678ee,file,1,syn18456448,syn2343195,syn2343195,1679362949266,3421893,,proddata.sagebase.org,NA,1464627102
Syn1_17.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_17,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33402262,NA,NA,syn2343195,Synodos NF2,1539353287058,1,syn17009409,Syn1,3322106,62c10e79-8f34-4615-ad2e-0cfd8bbe3bb1,file,1,syn18456448,syn2343195,syn2343195,1679362949318,3421893,,proddata.sagebase.org,NA,2370722778
Syn1_17.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_17,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33403179,NA,NA,syn2343195,Synodos NF2,1539353752126,2,syn17009410,Syn1,3322106,727d59cb-0d7c-4990-a46d-583c11eb263f,file,1,syn18456448,syn2343195,syn2343195,1679362949370,3421893,,proddata.sagebase.org,NA,2276696015
Syn1_18.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_18,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33404110,NA,NA,syn2343195,Synodos NF2,1539354114063,1,syn17009411,Syn1,3322106,0f3180f8-0031-444f-9910-2b8ce0b7e10b,file,1,syn18456448,syn2343195,syn2343195,1679362949430,3421893,,proddata.sagebase.org,NA,1800951876
Syn1_18.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_18,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33404946,NA,NA,syn2343195,Synodos NF2,1539354459053,2,syn17009413,Syn1,3322106,dd2c5e38-9c14-4031-92d9-53ed412f5992,file,1,syn18456448,syn2343195,syn2343195,1679362949486,3421893,,proddata.sagebase.org,NA,1772410966
Syn1_19.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_19,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33405659,NA,NA,syn2343195,Synodos NF2,1539354820648,1,syn17009414,Syn1,3322106,298b1fa0-66dc-4a89-8a94-0c7bff328ea2,file,1,syn18456448,syn2343195,syn2343195,1679362949539,3421893,,proddata.sagebase.org,NA,1721563346
Syn1_19.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_19,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406228,NA,NA,syn2343195,Synodos NF2,1539355183277,2,syn17009416,Syn1,3322106,72a34fb1-e84e-4950-979c-63beb4adff90,file,1,syn18456448,syn2343195,syn2343195,1679362949591,3421893,,proddata.sagebase.org,NA,1674724207
Syn1_20.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_20,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406596,NA,NA,syn2343195,Synodos NF2,1539355531503,1,syn17009417,Syn1,3322106,84724086-53a5-43d4-b64b-f405bcb986fd,file,1,syn18456448,syn2343195,syn2343195,1679362949645,3421893,,proddata.sagebase.org,NA,1702466771
Syn1_20.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_20,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406621,NA,NA,syn2343195,Synodos NF2,1539355881562,2,syn17009422,Syn1,3322106,da67a2f5-d3e1-4476-952e-6cfe175d289f,file,1,syn18456448,syn2343195,syn2343195,1679362949703,3421893,,proddata.sagebase.org,NA,1707593048
Syn1_21.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_21,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406688,NA,NA,syn2343195,Synodos NF2,1539356247355,1,syn17009424,Syn1,3322106,08e7fa60-69c5-4d42-ac25-d4a91098c97e,file,1,syn18456448,syn2343195,syn2343195,1679362949757,3421893,,proddata.sagebase.org,NA,1831894070
Syn1_21.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_21,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406729,NA,NA,syn2343195,Synodos NF2,1539356633965,2,syn17009425,Syn1,3322106,50acc6a6-64bf-44b2-ac94-f182f23cc571,file,1,syn18456448,syn2343195,syn2343195,1679362949813,3421893,,proddata.sagebase.org,NA,1785155189
Syn1_2.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_2,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406740,NA,NA,syn2343195,Synodos NF2,1539357071984,1,syn17009426,Syn1,3322106,7608a122-fc0e-4330-ab05-87898be859f8,file,1,syn18456448,syn2343195,syn2343195,1679362949865,3421893,,proddata.sagebase.org,NA,1954636230
Syn1_22.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_22,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406747,NA,NA,syn2343195,Synodos NF2,1539357337920,1,syn17009427,Syn1,3322106,3d10ecbc-3b9b-460d-a15c-5361bd38378a,file,1,syn18456448,syn2343195,syn2343195,1679362949914,3421893,,proddata.sagebase.org,NA,1284514761
Syn1_22.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_22,NA,NA,INK128,24,hours,CRISPR,control,NA,NA,NA,NA,INK128,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406752,NA,NA,syn2343195,Synodos NF2,1539357584816,2,syn17009430,Syn1,3322106,ee64cf8c-05d4-4760-b732-2f99b47d9e1e,file,1,syn18456448,syn2343195,syn2343195,1679362949965,3421893,,proddata.sagebase.org,NA,1242760169
Syn1_2.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_2,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406765,NA,NA,syn2343195,Synodos NF2,1539357965588,2,syn17009431,Syn1,3322106,815747a8-a328-47b0-93b5-c4a5784e571d,file,1,syn18456448,syn2343195,syn2343195,1679362950019,3421893,,proddata.sagebase.org,NA,1926363222
Syn1_23.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_23,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406775,NA,NA,syn2343195,Synodos NF2,1539358272561,1,syn17009432,Syn1,3322106,16508f7f-42ea-4091-b950-eea39ee76275,file,1,syn18456448,syn2343195,syn2343195,1679362950070,3421893,,proddata.sagebase.org,NA,1480392610
Syn1_23.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_23,NA,NA,Dasatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Dasatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406777,NA,NA,syn2343195,Synodos NF2,1539358587761,2,syn17009434,Syn1,3322106,80b65990-71dc-449a-a002-600c0ce35d35,file,1,syn18456448,syn2343195,syn2343195,1679362950121,3421893,,proddata.sagebase.org,NA,1477808658
Syn1_24.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_24,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406850,NA,NA,syn2343195,Synodos NF2,1539358970703,1,syn17009435,Syn1,3322106,ecf9fd73-7648-4b26-91d3-df5ebb3cf934,file,1,syn18456448,syn2343195,syn2343195,1679362950177,3421893,,proddata.sagebase.org,NA,1834669375
Syn1_24.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_24,NA,NA,"INK128,Dasatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"INK128,Dasatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406852,NA,NA,syn2343195,Synodos NF2,1539359335325,2,syn17009436,Syn1,3322106,95fc7d6c-eb9c-4797-a20b-1e5ff9344e37,file,1,syn18456448,syn2343195,syn2343195,1679362950228,3421893,,proddata.sagebase.org,NA,1828866705
Syn1_3.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_3,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406862,NA,NA,syn2343195,Synodos NF2,1539359685343,1,syn17009438,Syn1,3322106,a8d4e028-a2eb-4e15-84ad-551d8a009fe9,file,1,syn18456448,syn2343195,syn2343195,1679362950282,3421893,,proddata.sagebase.org,NA,1626797627
Syn1_3.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_3,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406869,NA,NA,syn2343195,Synodos NF2,1539360009382,2,syn17009442,Syn1,3322106,dc2122ac-79a5-4bd4-8043-4f5eec64f29b,file,1,syn18456448,syn2343195,syn2343195,1679362950334,3421893,,proddata.sagebase.org,NA,1585633010
Syn1_4.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_4,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406878,NA,NA,syn2343195,Synodos NF2,1539360367772,1,syn17009443,Syn1,3322106,224efaa9-dd2c-4391-8518-eb122f033e90,file,1,syn18456448,syn2343195,syn2343195,1679362950385,3421893,,proddata.sagebase.org,NA,1596219981
Syn1_4.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_4,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406885,NA,NA,syn2343195,Synodos NF2,1539360698905,2,syn17009444,Syn1,3322106,3c08d38f-e933-4f70-b6f3-7c4d55ed3741,file,1,syn18456448,syn2343195,syn2343195,1679362950437,3421893,,proddata.sagebase.org,NA,1580424628
Syn1_5.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_5,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406891,NA,NA,syn2343195,Synodos NF2,1539361083514,1,syn17009445,Syn1,3322106,b252cc9d-8f6a-438d-af50-dd62b02f3c76,file,1,syn18456448,syn2343195,syn2343195,1679362950487,3421893,,proddata.sagebase.org,NA,1814977733
Syn1_5.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_5,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406898,NA,NA,syn2343195,Synodos NF2,1539361440779,2,syn17009446,Syn1,3322106,1874a13b-3c79-4be9-859a-19cae8122b09,file,1,syn18456448,syn2343195,syn2343195,1679362950544,3421893,,proddata.sagebase.org,NA,1774371997
Syn1_6.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_6,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406900,NA,NA,syn2343195,Synodos NF2,1539361679644,1,syn17009447,Syn1,3322106,07fc17bf-c10f-4423-b198-0eb4e067a196,file,1,syn18456448,syn2343195,syn2343195,1679362950600,3421893,,proddata.sagebase.org,NA,1152779364
Syn1_6.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_6,NA,NA,MK2206,24,hours,CRISPR,control,NA,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406908,NA,NA,syn2343195,Synodos NF2,1539361929196,2,syn17009448,Syn1,3322106,faae0dc8-cfd8-4257-8202-218c2393533b,file,1,syn18456448,syn2343195,syn2343195,1679362950654,3421893,,proddata.sagebase.org,NA,1116401945
Syn1_7.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_7,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406909,NA,NA,syn2343195,Synodos NF2,1539362201151,1,syn17009449,Syn1,3322106,f36b17ab-9545-4670-a01e-39a21abeb4f9,file,1,syn18456448,syn2343195,syn2343195,1679362950714,3421893,,proddata.sagebase.org,NA,1319044758
Syn1_7.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_7,NA,NA,Brigatinib,24,hours,CRISPR,control,NA,NA,NA,NA,Brigatinib,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406917,NA,NA,syn2343195,Synodos NF2,1539362475088,2,syn17009450,Syn1,3322106,f82b2222-dc1a-4b9e-a210-ccab75c7f8d1,file,1,syn18456448,syn2343195,syn2343195,1679362950768,3421893,,proddata.sagebase.org,NA,1325699508
Syn1_8.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_8,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406920,NA,NA,syn2343195,Synodos NF2,1539362859714,1,syn17009451,Syn1,3322106,4acf87ee-f202-45fc-b2b9-9cb84c5c1f9b,file,1,syn18456448,syn2343195,syn2343195,1679362950817,3421893,,proddata.sagebase.org,NA,1719556134
Syn1_8.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_8,NA,NA,"MK2206,Brigatinib",24,hours,CRISPR,control,NA,NA,NA,NA,"MK2206,Brigatinib",NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406928,NA,NA,syn2343195,Synodos NF2,1539363228855,2,syn17009452,Syn1,3322106,a1bc63f8-f599-4454-88ee-e74fcf1ce41e,file,1,syn18456448,syn2343195,syn2343195,1679362950876,3421893,,proddata.sagebase.org,NA,1710145839
Syn1_9.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_9,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406940,NA,NA,syn2343195,Synodos NF2,1539363764958,1,syn17009455,Syn1,3322106,769ee956-06d3-4e10-a6f1-69d104cc1090,file,1,syn18456448,syn2343195,syn2343195,1679362950929,3421893,,proddata.sagebase.org,NA,2542851496
Syn1_9.2.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,NA,Syn1,NA,unknown,+/+,Yes,No,No,NA,NA,NA,Homo sapiens,Syn1_9,NA,NA,DMSO,24,hours,CRISPR,control,NA,NA,NA,NA,DMSO,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406964,NA,NA,syn2343195,Synodos NF2,1539364306352,2,syn17009456,Syn1,3322106,8ed688a9-a3b3-470c-bc0d-6eb9b9abbd84,file,1,syn18456448,syn2343195,syn2343195,1679362950987,3421893,,proddata.sagebase.org,NA,2477061529
Syn5_10.1.fastq.gz,RNA-seq,arachnoid,raw,geneExpression,Neurofibromatosis type 2,Syn5,NA,unknown,-/-,Yes,No,No,NA,NA,NA,Homo sapiens,Syn5_10,NA,NA,MK2206,24,hours,CRISPR,knockout,NF2,NA,NA,NA,MK2206,NA,NA,fastq,experimentalData,NA,Yes,polyAselection,NA,NA,NA,NA,NA,NA,pairedEnd,Illumina HiSeq 2500,NA,33406969,NA,NA,syn2343195,Synodos NF2,1539364653320,1,syn17009458,Syn5,3322106,af5e2f6a-9552-4197-9fee-392b454d50da,file,1,syn18456448,syn2343195,syn2343195,1679362951066,3421893,,proddata.sagebase.org,NA,1533270231
